,Selected,FeatLabel,FeatIndex,"Description"
790,1,EPIC_AUTOMATIC_STILL_SPELL_1,863,"Prerequisite: 21st level, Till Spell, Spellcraft 24 ranks, the ability to cast 9th level spells. This feat allows the character to cast all spells of levels 0-3 as still spills automatically. These spells may be cast while wearing armor. This feat may be taken multiple times and will still spells this way up to 9th level. Use: Automatic. HotU manual - page 50."
789,1,EPIC_AUTOMATIC_SILENT_SPELL_3,862,"Prerequisite: 21st level, Silent Spell, Spellcraft 24 ranks, the ability to cast 9th level spells. The character may cast 0-3rd level spells as silent spells without using higher level spell slots. This feat may be taken multiple times and will silence spells this way up to 9th level. Use: Automatic. HotU manual - page 50."
788,1,EPIC_AUTOMATIC_SILENT_SPELL_2,861,"Prerequisite: 21st level, Silent Spell, Spellcraft 24 ranks, the ability to cast 9th level spells. The character may cast 0-3rd level spells as silent spells without using higher level spell slots. This feat may be taken multiple times and will silence spells this way up to 9th level. Use: Automatic. HotU manual - page 50."
787,1,EPIC_AUTOMATIC_SILENT_SPELL_1,860,"Prerequisite: 21st level, Silent Spell, Spellcraft 24 ranks, the ability to cast 9th level spells. The character may cast 0-3rd level spells as silent spells without using higher level spell slots. This feat may be taken multiple times and will silence spells this way up to 9th level. Use: Automatic. HotU manual - page 50."
786,1,EPIC_AUTOMATIC_QUICKEN_3,859,"Prerequisite: 21st level, Quicken Spell, Spellcraft 30 ranks, the ability to cast 9th level spells. The character may cast 0-3rd level spells as quickened spells without using higher-level spell slots. This feat may be taken multiple times and will quicken spells in this way up to 9th level. Use: Automatic. HotU manual - page 50."
785,1,EPIC_AUTOMATIC_QUICKEN_2,858,"Prerequisite: 21st level, Quicken Spell, Spellcraft 30 ranks, the ability to cast 9th level spells. The character may cast 0-3rd level spells as quickened spells without using higher-level spell slots. This feat may be taken multiple times and will quicken spells in this way up to 9th level. Use: Automatic. HotU manual - page 50."
784,1,EPIC_AUTOMATIC_QUICKEN_1,857,"Prerequisite: 21st level, Quicken Spell, Spellcraft 30 ranks, the ability to cast 9th level spells. The character may cast 0-3rd level spells as quickened spells without using higher-level spell slots. This feat may be taken multiple times and will quicken spells in this way up to 9th level. Use: Automatic. HotU manual - page 50."
783,1,EPIC_DODGE,856,"Prerequisite: 21st level, Dodge, Improved Evasion, Defensive Roll, Tumble 30 ranks, Dexterity 25+. The character avoids all damage from the first attack each round. Use: Automatic. HotU manual - page 52."
782,1,EPIC_BANE_OF_ENEMIES,855,"Prerequisite: 21st level, 5 or more favored enemies. Any weapon the character wields against any of their favored enemies is treated as a bane weapon for that creature type (+2 to hit and it deals +2d6 damage). Use: Automatic. HotU manual - page 51."
781,,EPIC_IMPROVED_STUNNING_FIST_10,853,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
780,,EPIC_IMPROVED_STUNNING_FIST_9,852,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
779,,EPIC_IMPROVED_STUNNING_FIST_8,851,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
778,,EPIC_IMPROVED_STUNNING_FIST_7,850,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
777,,EPIC_IMPROVED_STUNNING_FIST_6,849,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
776,,EPIC_IMPROVED_STUNNING_FIST_5,848,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
775,,EPIC_IMPROVED_STUNNING_FIST_4,847,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
774,,EPIC_IMPROVED_STUNNING_FIST_3,846,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
773,,EPIC_IMPROVED_STUNNING_FIST_2,845,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
772,,EPIC_IMPROVED_STUNNING_FIST_1,844,"Prerequisite: 21st level, Improved Unarmed Strike, Stunning Fist, Dexterity 19+, Wisdom 19+. Adds +2 to the DC of the character's stunning attack. This feat may be taken multiple times, to a maximum of +20. Use: Automatic. HotU manual - page 57."
771,1,EPIC_IMPROVED_SNEAK_ATTACK_10,843,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
770,,EPIC_IMPROVED_SNEAK_ATTACK_9,842,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
769,,EPIC_IMPROVED_SNEAK_ATTACK_8,841,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
768,,EPIC_IMPROVED_SNEAK_ATTACK_7,840,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
767,,EPIC_IMPROVED_SNEAK_ATTACK_6,839,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
766,,EPIC_IMPROVED_SNEAK_ATTACK_5,838,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
765,,EPIC_IMPROVED_SNEAK_ATTACK_4,837,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
764,,EPIC_IMPROVED_SNEAK_ATTACK_3,836,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
763,,EPIC_IMPROVED_SNEAK_ATTACK_2,835,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
762,,EPIC_IMPROVED_SNEAK_ATTACK_1,834,"Prerequisite: Sneak attack 8d6. Add +1d6 to your sneak attack damage. This feat may be taken multiple times, to a maximum of +10d6. Use: Automatic. HotU manual - page 57."
761,,EPIC_GREAT_SMITING_10,833,"See FEAT_EPIC_GREAT_SMITING_1."
760,,EPIC_GREAT_SMITING_9,832,"See FEAT_EPIC_GREAT_SMITING_1."
759,,EPIC_GREAT_SMITING_8,831,"See FEAT_EPIC_GREAT_SMITING_1."
758,,EPIC_GREAT_SMITING_7,830,"See FEAT_EPIC_GREAT_SMITING_1."
757,,EPIC_GREAT_SMITING_6,829,"See FEAT_EPIC_GREAT_SMITING_1."
756,,EPIC_GREAT_SMITING_5,828,"See FEAT_EPIC_GREAT_SMITING_1."
755,,EPIC_GREAT_SMITING_4,827,"See FEAT_EPIC_GREAT_SMITING_1."
754,,EPIC_GREAT_SMITING_3,826,"See FEAT_EPIC_GREAT_SMITING_1."
753,,EPIC_GREAT_SMITING_2,825,"See FEAT_EPIC_GREAT_SMITING_1."
752,,EPIC_GREAT_SMITING_1,824,"Prerequisite: 21st level, Charisma 25+, Smite Good or Smite Evil. Whenever the character makes a successful smite attack, it adds two times the characters level to damage. This feat may be taken multiple times, up to a maximum of 10 times - each time adding additional damage equal to the character's level to the smite attack. Use: Combat Mode."
751,,EPIC_GREAT_STRENGTH_10,823,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
750,,EPIC_GREAT_STRENGTH_9,822,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
749,,EPIC_GREAT_STRENGTH_8,821,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
748,,EPIC_GREAT_STRENGTH_7,820,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
747,,EPIC_GREAT_STRENGTH_6,819,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
746,,EPIC_GREAT_STRENGTH_5,818,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
745,,EPIC_GREAT_STRENGTH_4,817,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
744,,EPIC_GREAT_STRENGTH_3,816,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
743,,EPIC_GREAT_STRENGTH_2,815,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
742,,EPIC_GREAT_STRENGTH_1,814,"Prerequisite: 21st level. The character gains a +1 to their Strength. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
741,,EPIC_GREAT_WISDOM_10,813,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
740,,EPIC_GREAT_WISDOM_9,812,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
739,,EPIC_GREAT_WISDOM_8,811,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
738,,EPIC_GREAT_WISDOM_7,810,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
737,,EPIC_GREAT_WISDOM_6,809,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
736,,EPIC_GREAT_WISDOM_5,808,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
735,,EPIC_GREAT_WISDOM_4,807,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
734,,EPIC_GREAT_WISDOM_3,806,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
733,,EPIC_GREAT_WISDOM_2,805,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
732,,EPIC_GREAT_WISDOM_1,804,"Prerequisite: 21st level. The character gains a +1 to their Wisdom. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
731,,EPIC_GREAT_INTELLIGENCE_10,803,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
730,,EPIC_GREAT_INTELLIGENCE_9,802,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
729,,EPIC_GREAT_INTELLIGENCE_8,801,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
728,,EPIC_GREAT_INTELLIGENCE_7,800,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
727,,EPIC_GREAT_INTELLIGENCE_6,799,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
726,,EPIC_GREAT_INTELLIGENCE_5,798,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
725,,EPIC_GREAT_INTELLIGENCE_4,797,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
724,,EPIC_GREAT_INTELLIGENCE_3,796,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
723,,EPIC_GREAT_INTELLIGENCE_2,795,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
722,,EPIC_GREAT_INTELLIGENCE_1,794,"Prerequisite: 21st level. The character gains a +1 to their Intelligence. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
721,,EPIC_GREAT_DEXTERITY_10,793,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
720,,EPIC_GREAT_DEXTERITY_9,792,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
719,,EPIC_GREAT_DEXTERITY_8,791,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
718,,EPIC_GREAT_DEXTERITY_7,790,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
717,,EPIC_GREAT_DEXTERITY_6,789,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
716,,EPIC_GREAT_DEXTERITY_5,788,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
715,,EPIC_GREAT_DEXTERITY_4,787,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
714,,EPIC_GREAT_DEXTERITY_3,786,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
713,,EPIC_GREAT_DEXTERITY_2,785,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
712,,EPIC_GREAT_DEXTERITY_1,784,"Prerequisite: 21st level. The character gains a +1 to their Dexterity. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
711,,EPIC_GREAT_CONSTITUTION_10,783,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
710,,EPIC_GREAT_CONSTITUTION_9,782,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
709,,EPIC_GREAT_CONSTITUTION_8,781,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
708,,EPIC_GREAT_CONSTITUTION_7,780,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
707,,EPIC_GREAT_CONSTITUTION_6,779,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
706,,EPIC_GREAT_CONSTITUTION_5,778,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
705,,EPIC_GREAT_CONSTITUTION_4,777,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
704,,EPIC_GREAT_CONSTITUTION_3,776,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
703,,EPIC_GREAT_CONSTITUTION_2,775,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
702,,EPIC_GREAT_CONSTITUTION_1,774,"Prerequisite: 21st level. The character gains a +1 to their Constution. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 56."
701,,EPIC_GREAT_CHARISMA_10,773,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
700,,EPIC_GREAT_CHARISMA_9,772,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
699,,EPIC_GREAT_CHARISMA_8,771,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
698,,EPIC_GREAT_CHARISMA_7,770,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
697,,EPIC_GREAT_CHARISMA_6,769,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
696,,EPIC_GREAT_CHARISMA_5,768,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
695,,EPIC_GREAT_CHARISMA_4,767,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
694,,EPIC_GREAT_CHARISMA_3,766,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
693,,EPIC_GREAT_CHARISMA_2,765,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
692,,EPIC_GREAT_CHARISMA_1,764,"Prerequisite: 21st level. The character gains a +1 to their Charisma. This may be taken multiple times, to a maximum of +10. Use: Automatic. HotU manual - page 55."
691,,EPIC_TOUGHNESS_10,763,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
690,,EPIC_TOUGHNESS_9,762,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
689,,EPIC_TOUGHNESS_8,761,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
688,,EPIC_TOUGHNESS_7,760,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
687,,EPIC_TOUGHNESS_6,759,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
686,,EPIC_TOUGHNESS_5,758,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
685,,EPIC_TOUGHNESS_4,757,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
684,,EPIC_TOUGHNESS_3,756,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
683,,EPIC_TOUGHNESS_2,755,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
682,,EPIC_TOUGHNESS_1,754,"Prerequisite: 21st level. The character gains +20 hit points. This feat may be taken multiple times, up to a maximum of +200 hot points. Use: Automatic. HotU manual - page 55."
681,1,EPIC_SUPERIOR_INITIATIVE,753,"Prerequisite: 21st level, Improved Initiative. The character gains a +8 bonus to initiative checks. Use: Automatic. HotU manual - page 60."
680,1,EPIC_SELF_CONCEALMENT_50,752,"Prerequisite: 21st level, Improved Evasion, Dexterity 30+, Hide 30 ranks and Tumble 30 ranks. The character gains a 10% concealment bonus. This feat may be taken multiple times, to a maximum of 50%. Use: Automatic. HotU manual - page 59."
679,,EPIC_SELF_CONCEALMENT_40,751,"Prerequisite: 21st level, Improved Evasion, Dexterity 30+, Hide 30 ranks and Tumble 30 ranks. The character gains a 10% concealment bonus. This feat may be taken multiple times, to a maximum of 50%. Use: Automatic. HotU manual - page 59."
678,,EPIC_SELF_CONCEALMENT_30,750,"Prerequisite: 21st level, Improved Evasion, Dexterity 30+, Hide 30 ranks and Tumble 30 ranks. The character gains a 10% concealment bonus. This feat may be taken multiple times, to a maximum of 50%. Use: Automatic. HotU manual - page 59."
676,,EPIC_OVERWHELMING_CRITICAL_CREATURE,749,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
677,,EPIC_SELF_CONCEALMENT_20,749,"Prerequisite: 21st level, Improved Evasion, Dexterity 30+, Hide 30 ranks and Tumble 30 ranks. The character gains a 10% concealment bonus. This feat may be taken multiple times, to a maximum of 50%. Use: Automatic. HotU manual - page 59."
675,,EPIC_SELF_CONCEALMENT_10,748,"Prerequisite: 21st level, Improved Evasion, Dexterity 30+, Hide 30 ranks and Tumble 30 ranks. The character gains a 10% concealment bonus. This feat may be taken multiple times, to a maximum of 50%. Use: Automatic. HotU manual - page 59."
674,1,EPIC_PERFECT_HEALTH,747,"Prerequisite: 21st level, Great Fortitude, Constitution 25+. This feat makes the character immune to all diseases and poisons. Use: Automatic. HotU manual - page 59."
673,1,EPIC_OVERWHELMING_CRITICAL_TWOBLADEDSWORD,745,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
672,1,EPIC_OVERWHELMING_CRITICAL_DOUBLEAXE,744,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
671,1,EPIC_OVERWHELMING_CRITICAL_DIREMACE,743,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
670,1,EPIC_OVERWHELMING_CRITICAL_BASTARDSWORD,742,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
669,1,EPIC_OVERWHELMING_CRITICAL_KATANA,741,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
668,1,EPIC_OVERWHELMING_CRITICAL_SCYTHE,740,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
667,1,EPIC_OVERWHELMING_CRITICAL_SHURIKEN,739,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
666,1,EPIC_OVERWHELMING_CRITICAL_KUKRI,738,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
665,1,EPIC_OVERWHELMING_CRITICAL_KAMA,737,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
664,1,EPIC_OVERWHELMING_CRITICAL_HEAVYFLAIL,736,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
663,1,EPIC_OVERWHELMING_CRITICAL_WARHAMMER,735,"Prerequisite: 21st level, Cleave, Great Cleave, Improved Critical of the weapon to be chose, Weapon Focus of the weapon to be chosen, Power Attack, and Strength 23+. When using the chosen weapon, the character deals +1d6 points of damage on a successful critical hit. If the weapon's crtical multiplier is x3, add +2d6 and if the multiplier is x4, add 3d6. Use: Automatic. HotU manual - page 59."
