,ItemCode,Item
428,x2_it_mboots001,BOOTS_OF_REFLEXES_PLUS6_HORDES_OF_THE_UNDERDARK
429,x2_it_mboots002,BOOTS_OF_REFLEXES_PLUS7_HORDES_OF_THE_UNDERDARK
430,x2_it_mboots003,BOOTS_OF_REFLEXES_PLUS8_HORDES_OF_THE_UNDERDARK
431,x2_it_mboots004,BOOTS_OF_REFLEXES_PLUS9_HORDES_OF_THE_UNDERDARK
432,nw_it_mboots005,BOOTS_OF_SPEED
433,nw_it_mboots001,BOOTS_OF_STRIDING_PLUS1
434,x2_it_mboots010,BOOTS_OF_STRIDING_PLUS10_HORDES_OF_THE_UNDERDARK
435,nw_it_mboots006,BOOTS_OF_STRIDING_PLUS2
436,nw_it_mboots007,BOOTS_OF_STRIDING_PLUS3
437,nw_it_mboots008,BOOTS_OF_STRIDING_PLUS4
438,nw_it_mboots009,BOOTS_OF_STRIDING_PLUS5
439,x2_it_mboots006,BOOTS_OF_STRIDING_PLUS6_HORDES_OF_THE_UNDERDARK
440,x2_it_mboots007,BOOTS_OF_STRIDING_PLUS7_HORDES_OF_THE_UNDERDARK
441,x2_it_mboots008,BOOTS_OF_STRIDING_PLUS8_HORDES_OF_THE_UNDERDARK
442,x2_it_mboots009,BOOTS_OF_STRIDING_PLUS9_HORDES_OF_THE_UNDERDARK
443,x1_it_mboots001,BOOTS_OF_THE_SHIFTING_SANDS_SHADOWS_OF_UNDRENTIDE
444,nw_it_mboots018,BOOTS_OF_THE_SUN_SOUL_PLUS1
445,nw_it_mboots019,BOOTS_OF_THE_SUN_SOUL_PLUS2
446,nw_it_mboots020,BOOTS_OF_THE_SUN_SOUL_PLUS3
447,nw_it_mboots021,BOOTS_OF_THE_SUN_SOUL_PLUS4
448,nw_it_mboots022,BOOTS_OF_THE_SUN_SOUL_PLUS5
449,x0_it_mboots001,BOOTS_OF_THE_WINTERLANDS_SHADOWS_OF_UNDRENTIDE
450,x0_it_mboots003,BOOTS_OF_TUMBLING_SHADOWS_OF_UNDRENTIDE
451,2q4_sewage,BOTTLE_OF_SEWAGE
452,m3q1a07writ,BOUNTY_HUNTER_WRIT
453,it_msmlmisc003,BOWL_OF_COMMANDING_FIRE_ELEMENTALS
454,x0_it_msmlmisc02,BOWL_OF_COMMANDING_FIRE_ELEMENTALS_SOU
455,x1_waterbowl,BOWL_OF_COMMANDING_WATER_ELEMENTALS
456,x0_it_msmlmisc01,BOWL_OF_COMMANDING_WATER_ELEMENTALS_SOU
457,x0_it_mbracer001,BRACERS_OF_ARCHERY_SHADOWS_OF_UNDRENTIDE
458,nw_it_mbracer002,BRACERS_OF_ARMOR_PLUS1
459,x2_it_mbracer005,BRACERS_OF_ARMOR_PLUS10_HORDES_OF_THE_UNDERDARK
460,nw_it_mbracer007,BRACERS_OF_ARMOR_PLUS2
461,nw_it_mbracer008,BRACERS_OF_ARMOR_PLUS3
462,nw_it_mbracer009,BRACERS_OF_ARMOR_PLUS4
463,nw_it_mbracer010,BRACERS_OF_ARMOR_PLUS5
464,x2_it_mbracer001,BRACERS_OF_ARMOR_PLUS6_HORDES_OF_THE_UNDERDARK
465,x2_it_mbracer002,BRACERS_OF_ARMOR_PLUS7_HORDES_OF_THE_UNDERDARK_CB1
466,x2_it_mbracer003,BRACERS_OF_ARMOR_PLUS8_HORDES_OF_THE_UNDERDARK
467,x2_it_mbracer004,BRACERS_OF_ARMOR_PLUS9_HORDES_OF_THE_UNDERDARK
468,nw_it_mbracer001,BRACERS_OF_DEXTERITY_PLUS1
469,x2_it_mbracer010,BRACERS_OF_DEXTERITY_PLUS10_HORDES_OF_THE_UNDERDARK
470,nw_it_mbracer003,BRACERS_OF_DEXTERITY_PLUS2
471,nw_it_mbracer004,BRACERS_OF_DEXTERITY_PLUS3
472,nw_it_mbracer005,BRACERS_OF_DEXTERITY_PLUS4
473,nw_it_mbracer006,BRACERS_OF_DEXTERITY_PLUS5
474,x2_it_mbracer006,BRACERS_OF_DEXTERITY_PLUS6_HORDES_OF_THE_UNDERDARK
475,x2_it_mbracer007,BRACERS_OF_DEXTERITY_PLUS7_HORDES_OF_THE_UNDERDARK
476,x2_it_mbracer008,BRACERS_OF_DEXTERITY_PLUS8_HORDES_OF_THE_UNDERDARK
477,x2_it_mbracer009,BRACERS_OF_DEXTERITY_PLUS9_HORDES_OF_THE_UNDERDARK
478,nw_it_mbracer011,BRACERS_OF_LOCKING_GRIP
479,x0_it_mbracer002,BRACERS_OF_THE_BLINDING_STRIKE_SHADOWS_OF_UNDRENTIDE
480,x0_misc_twig,BRANCH_OF_GIVING
481,m2q1itring02,BRAN_RING
482,q2craksanctumkey,BRASS_KEY
483,nw_it_mbelt010,BRAWLER_BELT
484,x1_firebrazier,BRAZIER_OF_FIRE
485,nw_aarcl010,BREASTPLATE
486,nw_maarcl049,BREASTPLATE_PLUS1
487,nw_maarcl065,BREASTPLATE_PLUS2
488,nw_maarcl077,BREASTPLATE_PLUS3
489,x0_maarcl015,BREASTPLATE_PLUS4_SHADOWS_OF_UNDRENTIDE
490,x0_maarcl016,BREASTPLATE_PLUS5_SHADOWS_OF_UNDRENTIDE
491,x2_maarcl039,BREASTPLATE_PLUS6_HORDES_OF_THE_UNDERDARK
492,x2_maarcl040,BREASTPLATE_PLUS7_HORDES_OF_THE_UNDERDARK
493,nw_wswmss005,BREATH_OF_THE_MAIDEN
494,m3q2_a10bracelet,BRET_BRACELET
495,m3q2a10bretband,BRET_WEDDING_BAND
496,nw_wplmss007,BRIARSPIKE
497,m1s2brileykey,BRILEY_KEY
498,yj_bastard,BRIMSTONE
499,nw_maarcl017,BROEWENDE_FAMILY_ARMOR
500,m3q3c_brokenages,BROKEN_AMULET_OF_THE_AGES
501,nw_hen_dae1qt,BROOCH
502,x0_it_mmedmisc01,BROOCH_OF_SHIELDING_SHADOWS_OF_UNDRENTIDE
503,it_brun,BRUNHILDA_DIARY
504,q4a_bucket_m,BUCKET_WITH_MAGIC_WATER
505,nw_wambu001,BULLET
506,nw_wammbu004,BULLETS_OF_SMITING
507,nw_wammbu002,BULLET_OF_SCREAMING
508,nw_wammbu008,BULLET_PLUS1_SHADOWS_OF_UNDRENTIDE
509,nw_wammbu009,BULLET_PLUS2_SHADOWS_OF_UNDRENTIDE
510,nw_wammbu010,BULLET_PLUS3_SHADOWS_OF_UNDRENTIDE
511,x2_wammbu009,BULLET_PLUS4_HORDES_OF_THE_UNDERDARK
512,x2_wammbu010,BULLET_PLUS5_HORDES_OF_THE_UNDERDARK
513,nw_it_sparscr212,BULL_STRENGTH
514,x2_ashmto005,BULWARK_OF_THE_GREAT_DRAGON_HORDES_OF_THE_UNDERDARK
515,2q4_wizardbook,BURKE_MANUAL
516,burnedbook,BURNED_BOOK
517,nw_it_sparscr112,BURNING_HANDS
518,burningmanloincl,BURNING_MAN_LOINCLOTH
519,q3_cage_key,CAGE_KEY
520,q3_calianbelt,CALIAN_BELT
521,nw_maarcl012,CALLURDAN_SMOOTHAND_ARMOR
522,x2_it_spdvscr307,CALL_LIGHTNING_HORDES_OF_THE_UNDERDARK
523,x1_wmgrenade003,CALTROPS_SHADOWS_OF_UNDRENTIDE
524,x1_it_spdvscr107,CAMOUFLAGE_SHADOWS_OF_UNDRENTIDE
525,x0_it_mthnmisc18,CANAITH_MANDOLIN_SHADOWS_OF_UNDRENTIDE
526,hx_bastard_sword,CANIAM_CATHIX
527,x0_maarcl038,CAPE_OF_THE_FIRE_BATH_SHADOWS_OF_UNDRENTIDE
528,x0_maarcl039,CAPE_OF_WINTER_SHADOWS_OF_UNDRENTIDE
529,x2_cus_casielsso,CASIEL_SOUL_HORDES_OF_THE_UNDERDARK
530,m2q3i_karlatkey,CASTLE_JHAREG_KARLAT_KEY
531,m2q3h_judgekey,CASTLE_JHAREG_KEY_OF_JUDGMENT
532,m2q3i_quintkey,CASTLE_JHAREG_QUINT_KEY
533,m2q3h_riddlekey,CASTLE_JHAREG_RIDDLE_KEY
534,nw_it_sparscr213,CAT_GRACE
535,x2_it_sparscr207,CAT_GRACE_HORDES_OF_THE_UNDERDARK
536,nw_it_creitem045,CELESTIAL_AVENGER_PROPERTIES
537,nw_it_crewls005,CELESTIAL_AVENGER_SWORD
538,nw_hen_sha1qt,CELESTIAL_ELIXER
539,m1q6f09key,CELL_KEY
540,x1_censerair,CENSER_OF_AIR
541,x0_it_mthnmisc21,CENSER_OF_CONTROLLING_AIR_ELEMENTALS_SOU
542,q1monkitem,CENSER_OF_READINESS
543,x2_it_poison020,CENTIPEDE_VENOM_AVERAGE
544,x2_it_poison038,CENTIPEDE_VENOM_DEADLY
545,x2_it_poison014,CENTIPEDE_VENOM_MILD
546,x2_it_poison026,CENTIPEDE_VENOM_STRONG
547,x2_it_poison032,CENTIPEDE_VENOM_VERY_STRONG
548,x2_it_poison008,CENTIPEDE_VENOM_WEAK
549,m1s1arrow,CEREMONIAL_ARROW
550,m2q2_nymphdagger,CEREMONIAL_DAGGER
551,m1s1shield,CEREMONIAL_SHIELD
552,m1s1sword,CEREMONIAL_SWORD
553,nw_it_mbelt003,CEREMONIAL_UTHGARDT_BELT
554,nw_aarcl004,CHAINMAIL
555,nw_maarcl039,CHAINMAIL_OF_SPEED
556,nw_maarcl035,CHAINMAIL_PLUS1
557,nw_maarcl066,CHAINMAIL_PLUS2
558,nw_maarcl078,CHAINMAIL_PLUS3
559,x0_maarcl013,CHAINMAIL_PLUS4_SHADOWS_OF_UNDRENTIDE
560,x0_maarcl014,CHAINMAIL_PLUS5_SHADOWS_OF_UNDRENTIDE
561,x2_maarcl037,CHAINMAIL_PLUS6_HORDES_OF_THE_UNDERDARK
562,x2_maarcl038,CHAINMAIL_PLUS7_HORDES_OF_THE_UNDERDARK
563,nw_it_sparscr607,CHAIN_LIGHTNING
564,x1chainofstealth,CHAIN_OF_STEALTH
565,nw_aarcl012,CHAIN_SHIRT
566,nw_maarcl046,CHAIN_SHIRT_PLUS1
567,nw_maarcl067,CHAIN_SHIRT_PLUS2
568,nw_maarcl079,CHAIN_SHIRT_PLUS3
569,x0_maarcl009,CHAIN_SHIRT_PLUS4_SHADOWS_OF_UNDRENTIDE
570,x0_maarcl010,CHAIN_SHIRT_PLUS5_SHADOWS_OF_UNDRENTIDE
571,x2_maarcl033,CHAIN_SHIRT_PLUS6_HORDES_OF_THE_UNDERDARK
572,x2_maarcl034,CHAIN_SHIRT_PLUS7_HORDES_OF_THE_UNDERDARK
573,x2_ashmlw006,CHAOS_SHIELD_HORDES_OF_THE_UNDERDARK
574,nw_wbwmsl007,CHARMING_SLING
575,nw_it_sparscr405,CHARM_MONSTER
576,nw_it_sparscr107,CHARM_PERSON
577,nw_it_spdvscr202,CHARM_PERSON_OR_ANIMAL
578,m2q3g_cultjourn,CHARWOOD_CULTIST_JOURNAL
579,x0_cheatstick,CHEATING_STICK_SHADOWS_OF_UNDRENTIDE
580,cheat_belt,CHEAT_BELT
581,m2q4a_child_toy,CHILD_BEAR
582,it_mthnmisc005,CHIME_OF_OPENING
583,x0_it_mthnmisc04,CHIME_OF_OPENING_SHADOWS_OF_UNDRENTIDE
584,x1_wmgrenade004,CHOKING_POWDER_SHADOWS_OF_UNDRENTIDE
585,nw_maarcl058,CHROMATIC_BREASTPLATE_PLUS1
586,nw_maarcl061,CHROMATIC_BREASTPLATE_PLUS3
587,nw_it_sparscr610,CIRCLE_OF_DEATH
588,x2_it_spdvscr504,CIRCLE_OF_DOOM_HORDES_OF_THE_UNDERDARK
589,nw_wblmms006,CIRCLING_STAR
590,nw_it_sparscr307,CLAIRAUDIENCE_CLAIRVOYANCE
591,nw_waxmbt005,CLANGEDDIN_WAYWARD_AXE
592,waxmbt006,CLANGEDDIN_WAYWARD_AXE_1
593,nw_it_sparscr217,CLARITY
594,nw_it_crewpsp001,CLAW1D2
595,nw_it_crewpsp002,CLAW1D3
596,nw_it_crewpsp026,CLAW1D4
597,nw_it_crewpsp005,CLAW1D6
598,nw_it_crewpsp010,CLAW1D8
599,nw_it_crewpsp006,CLAW2D4
600,nw_it_crewpsp015,CLAW2D6
601,nw_it_crewpsp027,CLAW2D8
602,nw_it_crewpsp016,CLAW3D6
603,nw_it_crewpsp022,CLAW3D8
604,nw_it_creitemco4,CLAY_GOLEM_PROPERTIES
605,x2_cloth008,CLERIC_ROBE_HORDES_OF_THE_UNDERDARK
606,x0_it_mthnmisc19,CLI_LYRE_SHADOWS_OF_UNDRENTIDE
607,cloakofao,CLOAK_OF_AO
608,x0_maarcl030,CLOAK_OF_ARACHNIDA_SHADOWS_OF_UNDRENTIDE
609,x1ascalhorn,CLOAK_OF_ASCALHORN
610,x2cloakbedazzle,CLOAK_OF_BEDAZZLEMENT
611,x0_maarcl040,CLOAK_OF_BLACKFLAME_SHADOWS_OF_UNDRENTIDE
612,x0_maarcl032,CLOAK_OF_DISPLACEMENT_SHADOWS_OF_UNDRENTIDE
613,nw_maarcl057,CLOAK_OF_ELVENKIND
614,x2_it_mcloak002,CLOAK_OF_EPIC_SPELL_RESISTANCE_HORDES_OF_THE_UNDERDARK
615,nw_maarcl104,CLOAK_OF_FORTIFICATION_PLUS1
616,nw_maarcl105,CLOAK_OF_FORTIFICATION_PLUS2
617,nw_maarcl106,CLOAK_OF_FORTIFICATION_PLUS3
618,x2_it_mcloak004,CLOAK_OF_FORTIFICATION_PLUS4_HORDES_OF_THE_UNDERDARK
619,x2_it_mcloak005,CLOAK_OF_FORTIFICATION_PLUS5_HORDES_OF_THE_UNDERDARK
620,x0_maarcl033,CLOAK_OF_GREATER_SANCTUARY_SHADOWS_OF_UNDRENTIDE
621,nw_maarcl056,CLOAK_OF_MOVEMENT
622,nw_maarcl055,CLOAK_OF_PROTECTION_PLUS1
623,nw_maarcl088,CLOAK_OF_PROTECTION_PLUS2
624,nw_maarcl089,CLOAK_OF_PROTECTION_PLUS3
625,nw_maarcl090,CLOAK_OF_PROTECTION_PLUS4
626,nw_maarcl091,CLOAK_OF_PROTECTION_PLUS5
627,x2_it_mcloak006,CLOAK_OF_PROTECTION_PLUS6_HORDES_OF_THE_UNDERDARK
628,x2_it_mcloak007,CLOAK_OF_PROTECTION_PLUS7_HORDES_OF_THE_UNDERDARK
629,nw_maarcl098,CLOAK_OF_PROTECTION_VS_CHAOS
630,nw_maarcl097,CLOAK_OF_PROTECTION_VS_EVIL
631,nw_maarcl096,CLOAK_OF_PROTECTION_VS_GOOD
632,nw_maarcl099,CLOAK_OF_PROTECTION_VS_LAW
633,x0_maarcl025,CLOAK_OF_RESISTANCE_PLUS1_SHADOWS_OF_UNDRENTIDE
634,x0_maarcl026,CLOAK_OF_RESISTANCE_PLUS2_SHADOWS_OF_UNDRENTIDE
635,x0_maarcl027,CLOAK_OF_RESISTANCE_PLUS3_SHADOWS_OF_UNDRENTIDE
636,x0_maarcl028,CLOAK_OF_RESISTANCE_PLUS4_SHADOWS_OF_UNDRENTIDE
637,x0_maarcl029,CLOAK_OF_RESISTANCE_PLUS5_SHADOWS_OF_UNDRENTIDE
638,x2_it_mcloak001,CLOAK_OF_THE_BAT_HORDES_OF_THE_UNDERDARK
639,x0_maarcl031,CLOAK_OF_THE_BAT_SHADOWS_OF_UNDRENTIDE
640,nw_maarcl030,CLOAK_OF_THE_HIGH_FOREST
641,cloakofthesentry,CLOAK_OF_THE_SENTRY
642,m1q4cloth2,CLOTHING_BLOODSAILOR_FANCY
643,comcl001,CLOTHING_COMMONER
644,m1q0helmite,CLOTHING_HELMITE
645,m1q6ahelmite,CLOTHING_HELMITE_1
646,nwuniform,CLOTHING_NEVERWINTER_MILITIA
647,aarcl016,CLOTHING_SNAKE_CULT
648,m1q0wmgwn,CLOTHING_THUG
649,m4q1_tyrist,CLOTHING_TYRIST
650,m1q0tyrran,CLOTHING_TYRRAN
651,m1q6atyrran,CLOTHING_TYRRAN_1
652,m1q3ccloth1,CLOTHING_WIZARD
653,x2_it_dyec23,CLOTH_DYE_BLACK
654,x2_it_dyec00,CLOTH_DYE_BLEACH
655,x2_it_dyec02,CLOTH_DYE_BROWN
656,x2_it_dyec25,CLOTH_DYE_DARK_BLUE
657,x2_it_dyec48,CLOTH_DYE_DARK_GREEN
658,x2_it_dyec44,CLOTH_DYE_DARK_GREY
659,x2_it_dyec35,CLOTH_DYE_DARK_ORANGE
660,x2_it_dyec37,CLOTH_DYE_DARK_RED
661,x2_it_dyec29,CLOTH_DYE_DARK_TURQUOISE
662,x2_it_dyec33,CLOTH_DYE_GOLD
663,x2_it_dyec26,CLOTH_DYE_LIGHT_BLUE
664,x2_it_dyec31,CLOTH_DYE_LIGHT_GREEN
665,x2_it_dyec20,CLOTH_DYE_LIGHT_GREY
666,x2_it_dyec34,CLOTH_DYE_LIGHT_ORANGE
667,x2_it_dyec36,CLOTH_DYE_LIGHT_RED
668,x2_it_dyec28,CLOTH_DYE_LIGHT_TURQUOISE
669,x2_it_dyec39,CLOTH_DYE_PINK
670,x2_it_dyec41,CLOTH_DYE_PURPLE
671,x2_it_dyec32,CLOTH_DYE_YELLOW
672,nw_it_sparscr502,CLOUDKILL
673,x2_it_sparscr206,CLOUD_OF_BEWILDERMENT_HORDES_OF_THE_UNDERDARK
674,nw_wblcl001,CLUB
675,nw_wblmcl012,CLUB_OF_SMITING
676,nw_wblmcl002,CLUB_PLUS1
677,nw_wblmcl010,CLUB_PLUS2
678,nw_wblmcl011,CLUB_PLUS3
679,x0_wblmcl001,CLUB_PLUS4_SHADOWS_OF_UNDRENTIDE
680,x0_wblmcl002,CLUB_PLUS5_SHADOWS_OF_UNDRENTIDE
681,x2_wblmcl003,CLUB_PLUS6_HORDES_OF_THE_UNDERDARK
682,x2_wblmcl004,CLUB_PLUS7_HORDES_OF_THE_UNDERDARK
683,m1q4plotreagent,COCKATRICE_FEATHER
684,x0_cocktrc_touch,COCKATRICE_TOUCH_SHADOWS_OF_UNDRENTIDE
685,x0_armhe008,COGGLES_OF_NIGHT_SHADOWS_OF_UNDRENTIDE
686,x1_it_msmlmisc01,COLDSTONE_SHADOWS_OF_UNDRENTIDE
687,nw_wswmls007,COLD_IRON_BLADE
688,nw_it_sparscr110,COLOR_SPRAY
689,x2_it_sparscr201,COMBUST_HORDES_OF_THE_UNDERDARK
690,x0_it_mring009,COMMANDER_RING_SHADOWS_OF_UNDRENTIDE
691,m2_cloth_010,COMMONERS_OUTFIT
692,nw_cloth022,COMMONER_OUTFIT
693,nw_cloth024,COMMONER_TUNIC
694,m2q2ccrbook,COMPLETE_HISTORY_OF_THE_CREATOR_RUINS
695,nw_wbwmln010,COMPOSITE_LONGBOW_PLUS1
696,nw_wbwmln011,COMPOSITE_LONGBOW_PLUS2
697,nw_wbwmln012,COMPOSITE_LONGBOW_PLUS3
698,x0_wbwmln003,COMPOSITE_LONGBOW_PLUS4_SHADOWS_OF_UNDRENTIDE
699,x0_wbwmln004,COMPOSITE_LONGBOW_PLUS5_SHADOWS_OF_UNDRENTIDE
700,x2_wbwmln007,COMPOSITE_LONGBOW_PLUS6_HORDES_OF_THE_UNDERDARK
701,x2_wbwmln008,COMPOSITE_LONGBOW_PLUS7_HORDES_OF_THE_UNDERDARK
702,nw_wbwmsh010,COMPOSITE_SHORTBOW_PLUS1
703,nw_wbwmsh011,COMPOSITE_SHORTBOW_PLUS2
704,nw_wbwmsh012,COMPOSITE_SHORTBOW_PLUS3
705,x0_wbwmsh003,COMPOSITE_SHORTBOW_PLUS4_SHADOWS_OF_UNDRENTIDE
706,x0_wbwmsh004,COMPOSITE_SHORTBOW_PLUS5_SHADOWS_OF_UNDRENTIDE
707,x2_wbwmsh007,COMPOSITE_SHORTBOW_PLUS6_HORDES_OF_THE_UNDERDARK
708,x2_wbwmsh008,COMPOSITE_SHORTBOW_PLUS7_HORDES_OF_THE_UNDERDARK
709,nw_it_sparscr507,CONE_OF_COLD
710,confusiontoy,CONFUSINO_TOY
711,nw_it_sparscr406,CONFUSION
712,nw_cloth012,CONJURER_ROBE
713,nw_it_creitemcon,CONSTRUCT_PROPERTIES
714,nw_it_sparscr411,CONTAGION
715,x1_it_spdvscr301,CONTINUAL_FLAME_SHADOWS_OF_UNDRENTIDE
716,q4d_golemamulet,CONTROLLING_AMULET
717,q4d_golemamulet2,CONTROLLING_AMULET_1
718,x1_it_spdvscr804,CONTROL_GREATER_UNDEAD_SHADOWS_OF_UNDRENTIDE
719,nw_it_sparscr707,CONTROL_UNDEAD
720,nw_maarcl042,COPPER_DRAGON_ARMOR
721,it_arhelm002,COPPER_HELMET
722,nw_it_mneck020,COPPER_NECKLACE
723,nw_it_mring021,COPPER_RING
724,nw_hen_gri2qt,CORPSE_HAND
725,nw_wswmdg003,COURTESAN_BLADE
726,matron_dagger,COURTESAN_BLADE_1
727,x0_armhe015,COWL_OF_WARDING_SHADOWS_OF_UNDRENTIDE
728,nw_it_creitem088,CRAIG_CAT_FM_HD_11_PROPERTIES
729,nw_it_creitem089,CRAIG_CAT_FM_HD_16_PROPERTIES
730,nw_it_creitem090,CRAIG_CAT_FM_HD_21_PROPERTIES
731,nw_it_creitem086,CRAIG_CAT_FM_HD_2_PROPERTIES
732,nw_it_creitem087,CRAIG_CAT_FM_HD_6_PROPERTIES
733,nw_it_creitem081,CRAIG_CAT_PROPERTIES
734,cravensnecklace,CRAVEN_NECKLACE
735,x1_it_spdvscr605,CREATE_UNDEAD_SHADOWS_OF_UNDRENTIDE
736,m2q2cd07_scroll,CREATOR_SCROLL
737,m2q2ce_cscroll1,CREATOR_SCROLL_1
738,x1_it_spdvscr702,CREEPING_DOOM_SHADOWS_OF_UNDRENTIDE
739,nw_wbwmxh003,CROSSBOW_OF_ACCURACY
740,nw_wbwmxl003,CROSSBOW_OF_AFFLICTION
741,nw_wbwmxh004,CROSSBOW_OF_ENCHANTMENT
742,matron_hvyxbow,CROSSBOW_OF_ENCHANTMENT_1
743,x2_wbwmxl005,CROSSBOW_OF_LIGHTNING_STRIKE_HORDES_OF_THE_UNDERDARK
744,nw_wbwmxl007,CROSSBOW_OF_MURDER
745,nw_wbwmxl004,CROSSBOW_OF_THE_HIGH_FOREST
746,matron_ltxbow,CROSSBOW_OF_THE_HIGH_FOREST_1
747,x2_wbwmxh005,CROSSBOW_OF_THE_SEER_HORDES_OF_THE_UNDERDARK
748,nw_wbwmxl006,CROSSBOW_OF_THE_UNICORN
749,x2_helm_004,CROWN_OF_THORNS_HORDES_OF_THE_UNDERDARK
750,x2_it_spdvscr601,CRUMBLE_HORDES_OF_THE_UNDERDARK
751,m1q5enote,CRUMPLED_NOTE
752,x1crusadersblade,CRUSADER_BLADE
753,2q4e_cryptdoor,CRYPT_KEY
754,key_crypt_01,CRYPT_KEY_1
755,m2q05icrysegg,CRYSTAL_EGG
756,m2q05icrysfrog,CRYSTAL_FROG
757,m2q05icrysinsect,CRYSTAL_INSECT
758,q1mageitem,CRYSTAL_OF_CONCENTRATION
759,q4a_morph,CRYSTAL_OF_FORM_FOOLING
760,q3_artifact,CRYSTAL_OF_UNDEATH
761,m3q1a09labrobe,CRYSTAL_ROBES
762,m2q05icrysskull,CRYSTAL_SKULL
763,q3_monk_gloves,CULTIST_GLOVES
764,m3_cultjournal1,CULTIST_JOURNAL
765,m3_cultjournal2,CULTIST_JOURNAL_1
766,m3_cultjournal3,CULTIST_JOURNAL_2
767,q3_monk_robes,CULTIST_OUTFIT
768,q3_monk_robes2,CULTIST_OUTFIT_1
769,q3_monk_robes3,CULTIST_OUTFIT_2
770,cultknightarmor,CULT_KNIGHT_ARMOR
771,cultknighthelmen,CULT_KNIGHT_HELMENT
772,x2_it_spdvscr402,CURE_CRITICAL_WOUNDS_HORDES_OF_THE_UNDERDARK
773,x2_it_spdvscr104,CURE_LIGHT_WOUNDS_HORDES_OF_THE_UNDERDARK
774,x2_it_spdvscr001,CURE_MINOR_WOUNDS_HORDES_OF_THE_UNDERDARK
775,x2_it_spdvscr203,CURE_MODERATE_WOUNDS_HORDES_OF_THE_UNDERDARK
776,x2_it_spdvscr308,CURE_SERIOUS_WOUNDS_HORDES_OF_THE_UNDERDARK
777,nw_it_creitem146,CURST_CLOTHING
778,nw_it_creitem145,CURST_LEATHER_ARMOR
779,nw_creitemcur,CURST_PROPERTIES
780,nw_wspmku005,CUTTING_STAR
781,x2_wspmku005,CUTTING_STAR_PLUS8_HORDES_OF_THE_UNDERDARK
782,nw_hen_daepers,DAELAN_FEATHER
783,nw_hen_daelb1,DAELAN_LONGBOW
784,nw_hen_daelb2,DAELAN_LONGBOW_PLUS1
785,nw_hen_daelb3,DAELAN_LONGBOW_PLUS2
786,nw_hen_daelb4,DAELAN_LONGBOW_PLUS3
787,item002,DAEMONFEY_CHAINMAIL
788,nw_hen_gri3qt,DAGGER
789,nw_wswdg001,DAGGER_1
790,nw_wswmdg002,DAGGER_PLUS1_CB1
791,nw_wswmdg008,DAGGER_PLUS2
792,nw_wswmdg009,DAGGER_PLUS3
793,x0_wswmdg001,DAGGER_PLUS4_SHADOWS_OF_UNDRENTIDE
794,x0_wswmdg002,DAGGER_PLUS5_SHADOWS_OF_UNDRENTIDE
795,x2_wswmdg003,DAGGER_PLUS6_HORDES_OF_THE_UNDERDARK
796,x2_wswmdg004,DAGGER_PLUS7_HORDES_OF_THE_UNDERDARK
797,x2_cus_dancerssi,DANCER_SILHOUETTE_HORDES_OF_THE_UNDERDARK
798,nw_wblmhl004,DARAZ_HAMMER
799,m1q04ilocket,DARA_NEI_LOCKET
800,x2_it_spdvscr305,DARKFIRE_HORDES_OF_THE_UNDERDARK
801,cloth005,DARKFIST_TUNIC
802,mcloth006,DARKLORD_ROBES
803,nw_it_sparscr206,DARKNESS
804,nw_ashmto007,DARKSTEEL_TOWER_SHIELD
805,item003,DARK_HOOD
806,nw_wthdt001,DART
807,nw_wthmdt007,DART_OF_ACCURACY
808,nw_wthmdt003,DART_OF_STUNNING
809,nw_wthmdt002,DART_PLUS1
810,nw_wthmdt008,DART_PLUS2
811,nw_wthmdt009,DART_PLUS3
812,matron_darts,DART_PLUS4
813,x0_wthmdt001,DART_PLUS4_SHADOWS_OF_UNDRENTIDE
814,x0_wthmdt002,DART_PLUS5_SHADOWS_OF_UNDRENTIDE
815,x2_wthmdt003,DART_PLUS6_HORDES_OF_THE_UNDERDARK
816,x2_wthmdt004,DART_PLUS7_HORDES_OF_THE_UNDERDARK
817,nw_it_sparscr003,DAZE
818,nw_it_trap036,DEADLY_ACID_SPLASH_TRAP_KIT
819,nw_it_trap016,DEADLY_BLOB_OF_ACID_TRAP_KIT
820,nw_it_trap024,DEADLY_ELECTRICAL_TRAP_KIT
821,nw_it_trap020,DEADLY_FIRE_TRAP_KIT
822,nw_it_trap032,DEADLY_FROST_TRAP_KIT
823,nw_it_trap028,DEADLY_GAS_TRAP_KIT
824,nw_it_crewps029,DEADLY_GIANT_SPIDER_BITE
825,nw_it_trap008,DEADLY_HOLY_TRAP_KIT
826,nw_it_trap044,DEADLY_NEGATIVE_TRAP_KIT
827,nw_it_trap040,DEADLY_SONIC_TRAP_KIT
828,nw_it_trap004,DEADLY_SPIKE_TRAP_KIT
829,nw_it_trap012,DEADLY_TANGLE_TRAP_KIT
830,m2q2i_deadan,DEAD_ANIMAL
831,deadarmor,DEAD_ARMOR
832,m2q2i_deadbody,DEAD_BODY
833,m3q04g_sphere2,DEAD_DRAGON_SPHERE
834,x2_it_spdvscr101,DEAFENING_CLANG_HORDES_OF_THE_UNDERDARK
835,x2_whip_black,DEATHCOIL_HORDES_OF_THE_UNDERDARK
836,wswmrp005,DEATHSLAYER
837,x2_it_sparscr202,DEATH_ARMOR_HORDES_OF_THE_UNDERDARK
838,nw_wplmsc004,DEATH_HANDMAIDEN
839,nw_wdbmax005,DEATH_SHROUD_AXE
